#ACoolDataset - List of Active
﻿LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000203991-0002-1,ACADEMY AWARD CLOTHES INC,,12603 OXNARD STREET,NORTH HOLLYWOOD,91606-4445,12603 OXNARD 91606-4445,POST OFFICE BOX #69779,WEST HOLLYWOOD,90069-0779,531100,Lessors of real estate (including mini warehouses & self-storage units),2,05/22/1984,,"(34.1794, -118.4073)"
0000204033-0001-3,JAG PROPERTIES LLC,,21732 DEVONSHIRE STREET #2NDFL,CHATSWORTH,91311-2911,21732 DEVONSHIRE 91311-2911,POST OFFICE BOX #3397,CHATSWORTH,91313-3397,,,12,09/17/2001,,"(34.2572, -118.6028)"
0000204058-0001-3,THEODORE F WOLFF,,6131 BUFFALO AVENUE,VAN NUYS,91401-3027,6131 BUFFALO 91401-3027,5450 VESPER AVENUE APARTMENT #A317,SHERMAN OAKS,91411-4229,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/08/1984,,"(34.1819, -118.4301)"
0000204077-0001-6,STEVE L REINER,,22158 HART STREET,CANOGA PARK,91303-2323,22158 HART 91303-2323,,,,561300,Employment services,3,01/31/1985,,"(34.1973, -118.6093)"
0000204081-0001-2,BRADFORD J DAWSON CPA,,21243 VENTURA BLVD #145,WOODLAND HILLS,91364-2142,21243 VENTURA 91364-2142,,,,541219,Other accounting services,3,05/01/1982,,"(34.1673, -118.5949)"
0000204109-0001-8,CENTER FOR COUNSELING/EDUCATION /C,,7120 TOPANGA CANYON BLVD,CANOGA PARK,91303-1962,7120 TOPANGA CANYON 91303-1962,7120 TOPANGA CANYON BLVD,CANOGA PARK,91303-1962,621399,Offices of all other miscellaneous health practitioners,3,05/01/1976,,"(34.1997, -118.6058)"
0000204215-0001-1,VALLEY VILLAGE /C,,20830 SHERMAN WAY,CANOGA PARK,91306-2707,20830 SHERMAN 91306-2707,20830 SHERMAN WAY,WINNETKA,91306-2707,623000,Nursing & residential care facilities,3,01/15/1995,,"(34.2009, -118.5869)"
0000204230-0001-6,ZODIAC HEATING & AIR CONDITIONING INC,ZODIAC AIR CONDITIONING,14411 GILMORE STREET,VAN NUYS,91401-1430,14411 GILMORE 91401-1430,14411 GILMORE STREET,VAN NUYS,91401-1430,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",6,06/01/1984,,"(34.1876, -118.4468)"
0000204249-0002-9,SOLEIMANI DENTAL CORPORATION,MEDIA CENTER FAMILY DENTAL AND BRACES,10732 RIVERSIDE DRIVE,NORTH HOLLYWOOD,91602-2313,10732 RIVERSIDE 91602-2313,4451 REDONDO BEACH BLVD,LAWNDALE,90260-3716,,,4,04/01/2003,,"(34.1522, -118.3647)"
0000204330-0001-4,PANDAEMONIUM PICTURES LTD /C,,15260 VENTURA BLVD #1040,SHERMAN OAKS,91403-5345,15260 VENTURA 91403-5345,,,,711300,"Promoters of performing arts, sports, & similar events",4,07/13/1994,,"(34.1537, -118.4654)"
0000204342-0001-7,TERRY D FABRICANT,,20310 LONDELIUS STREET,WINNETKA,91306-1135,20310 LONDELIUS 91306-1135,,,,233210,Single Family Housing Construction (1997 NAICS),3,02/15/1985,,"(34.229, -118.5758)"
0000204350-0001-1,ABDON ROSALES,,15842 NORDHOFF STREET,NORTH HILLS,91343-3145,15842 NORDHOFF 91343-3145,,,,561730,Landscaping services,12,03/01/1995,,"(34.2355, -118.4772)"
0000204366-0001-2,STEPHEN W RUGGIERI,,12018 NUGENT DRIVE,GRANADA HILLS,91344-1900,12018 NUGENT 91344-1900,,,,532210,Consumer electronics & appliances rental,12,03/01/1985,,"(34.29, -118.5156)"
0000204370-0001-9,AIRBAG EXPRESS INC,A C EXPRESS,18720 SAN FERNANDO MISSION BLVD,NORTHRIDGE,91326-2436,18720 SAN FERNANDO MISSION 91326-2436,POST OFFICE BOX #3404,GLENDALE,91221-0404,452000,General merchandise stores,12,03/01/1995,,"(34.2738, -118.541)"
0000204376-0001-6,PSYCHIC EYE BOOK SHOP INC,,13435 VENTURA BLVD,SHERMAN OAKS,91423-3812,13435 VENTURA 91423-3812,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,02/18/1985,,"(34.1472, -118.4262)"
0000204383-0001-6,CHATEAU CANOGA LTD/C,U S PROPERTIES,10340 CANOGA AVENUE,CHATSWORTH,91311-2275,10340 CANOGA 91311-2275,26500 AGOURA ROAD,CALABASAS,91302-1952,531100,Lessors of real estate (including mini warehouses & self-storage units),12,01/07/1995,,"(34.2587, -118.5973)"
0000204384-0001-1,NORMAN PINE/BEVERLY PINE,PINE & PINE,14156 MAGNOLIA BLVD #200,SHERMAN OAKS,91423-1182,14156 MAGNOLIA 91423-1182,,,,541100,Legal services,4,02/01/1995,,"(34.1648, -118.4423)"
0000204385-0001-5,LORENZO A GODOY,TONYS CAR CARE,8736 AQUEDUCT AVENUE,NORTH HILLS,91343-4904,8736 AQUEDUCT 91343-4904,7841 ALLOTT AVENUE,VAN NUYS,91402-6409,452000,General merchandise stores,12,03/01/1995,,"(34.229, -118.4742)"
0000204387-0001-4,RICHARD L GRIGSBY,THE GREAT OUTDOORS LANDSCAPE DESIGN,23750 BOX CANYON ROAD,CANOGA PARK,91304-1217,23750 BOX CANYON 91304-1217,,,,,,0,02/15/1985,,"(34.238, -118.6452)"
0000204413-0001-9,ALFREDO J GARAVITO,ALFREDOS TRANSMISSIONS,7121 ETON AVENUE #G H,CANOGA PARK,91303-2179,7121 ETON 91303-2179,,,,452000,General merchandise stores,3,02/19/1985,,"(34.1995, -118.5954)"
0000204422-0001-8,DANIELLE C LEVY,INFINITY BY DANIELLE,21130 VENTURA BLVD,WOODLAND HILLS,91364-2103,21130 VENTURA 91364-2103,30749 MAINMAST DRIVE,AGOURA HILLS,91301-1935,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,02/19/1985,,"(34.167, -118.5933)"
0000204428-0001-5,MATHIS & MORRIS PRODUCTIONS,,14431 VENTURA BLVD #188,SHERMAN OAKS,91423-2606,14431 VENTURA 91423,,,,512100,Motion picture & video industries (except video rental),4,,,"(34.1506, -118.447)"
0000204447-0001-8,GARY C/MELANIE A BICKELMAN,RIDGEROAD SPORTS,7900 HILLARY DRIVE,WEST HILLS,91304-4483,7900 HILLARY 91304,,,,448140,Family clothing stores,12,06/01/1995,,"(34.2139, -118.6407)"
0000204492-0001-3,TEHRAN INTERNATIONAL WEEKLY MAGAZINE CORP,,6134 TAMPA AVENUE,TARZANA,91335-6639,6134 TAMPA 91335-6639,,,,424920,"Books, periodicals, & newspapers",3,02/01/1995,,"(34.1819, -118.5534)"
0000204502-0001-9,KI BOK MIN,JASMINE CLEANERS,20836 VANOWEN STREET,CANOGA PARK,91306-3748,20836 VANOWEN 91306-3748,,,,812310,Coin-operated laundries & drycleaners,3,03/01/1995,,"(34.1937, -118.5871)"
0000204524-0001-5,SUSANA E STEG,CLEAR IMAGE SKIN CARE,6024 CAPISTRANO AVENUE,WOODLAND HILLS,91367-3304,6024 CAPISTRANO 91367-3304,6024 CAPISTRANO AVENUE,WOODLAND HILLS,91367-3304,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",3,03/02/1995,,"(34.1796, -118.6169)"
0000204549-0001-5,NICOLE J CORBETT,,10651 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2341,10651 RIVERSIDE 91602-2341,,,,621399,Offices of all other miscellaneous health practitioners,4,09/01/2000,,"(34.1522, -118.3631)"
0000204559-0001-9,TUXFORD MAINTENANCE SERVICES INC,,9189 DE GARMO AVENUE,SUN VALLEY,91352-2609,9189 DE GARMO 91352-2609,POST OFFICE BOX #1081,SUN VALLEY,91353-1081,811110,Automotive mechanical & electrical repair & maintenance,6,03/01/1995,,"(34.236, -118.3758)"
0000204569-0001-2,PRODUCTION GEAR RENTALS INC,P G R,16140 RUNNYMEDE STREET,VAN NUYS,91406-2912,16140 RUNNYMEDE 91406-2912,,,,532210,Consumer electronics & appliances rental,6,06/01/2000,,"(34.2057, -118.4845)"
0000204570-0001-5,KAK PROPERTIES INC,,19656 FALCON RIDGE LANE,NORTHRIDGE,91326-4024,19656 FALCON RIDGE 91326-4024,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),12,03/01/1984,,"(34.29, -118.5628)"
0000204573-0001-9,ALEXANDER M MAJIDIAN MD APC,,3763 DEERVALE DRIVE,SHERMAN OAKS,91403-4604,3763 DEERVALE 91403-4604,31202 COUNTRYSIDE LANE,CASTAIC,91384-2587,621111,Offices of physicians (except mental health specialists),4,10/02/2000,,"(34.1391, -118.4514)"
0000204605-0001-1,SUPERIOR THREAD ROLLING CO/C,,12801 WENTWORTH STREET,ARLETA,91331-4332,12801 WENTWORTH 91331-4332,,,,423800,"Machinery, equipment, & supplies",6,05/01/1952,,"(34.2368, -118.4116)"
0000204635-0001-1,WALTER WILLIAM INC,VAN EATON GALLERIES,13613 VENTURA BLVD,SHERMAN OAKS,91423-3701,13613 VENTURA 91423-3701,,,,424300,"Apparel, piece goods, & notions",4,04/01/1995,,"(34.1477, -118.4298)"
0000204672-0001-2,MACRINA VALDEZ,ADY'S BEAUTY SALON,7405 VAN NUYS BLVD SUITE #C,VAN NUYS,91405-1956,7405 VAN NUYS 91405-1956,,,,,,2,03/09/1995,,"(34.2048, -118.4487)"
0000204673-0001-7,CELSO P CABRERA,MERCADO TRES HERMANOS,15021 ROSCOE BLVD,PANORAMA CITY,91402-4512,15021 ROSCOE 91402-4512,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),6,03/15/1995,,"(34.2214, -118.4601)"
0000204677-0001-5,LUIS E ARAUJO,,5231 ALHAMA DRIVE,WOODLAND HILLS,91364-2012,5231 ALHAMA 91364-2012,21220 BOTTLETREE LANE UNIT #101,NEWHALL,91321-4450,541800,Advertising & related services,3,01/01/1985,,"(34.1645, -118.5944)"
0000204679-0001-4,ROBERT KHANIAN DDS,,18456 CLARK STREET,TARZANA,91356-3504,18456 CLARK 91356-3504,,,,,,3,03/01/1995,,"(34.1697, -118.5348)"
0000204708-0001-2,JOSE J DAVILA,THE TRANSMISSION SUPER SHOP,7819 SEPULVEDA BLVD #3,VAN NUYS,91405-6417,7819 SEPULVEDA 91405-6417,,,,423600,Electrical & electronic goods,6,03/16/1995,,"(34.2123, -118.4662)"
0000204718-0001-6,CORRIE L ALVAREZ,RELIABLE MEDICAL BILLING,9432 SWINTON AVENUE,NORTH HILLS,91343-2825,9432 SWINTON 91343,,,,561300,Employment services,12,03/13/1995,,"(34.2406, -118.4861)"
0000204721-0001-8,BRENDA QUON MOON,BQM CONSULTING,8405 NATALIE LANE,WEST HILLS,91304-3125,8405 NATALIE 91304-3125,,,,541600,"Management, scientific, & technical consulting services",12,03/06/1995,,"(34.2225, -118.6335)"
0000204722-0001-2,JOSE MA OROZCO REBOLLEDO,,7754 CAPISTRANO AVENUE,WEST HILLS,91304-5404,7754 CAPISTRANO 91304-5404,,,,541320,Landscape architecture services,12,03/13/1995,,"(34.2112, -118.6166)"
0000204731-0001-1,CONDOR FINANCIAL INC,,4505 SHERMAN OAKS AVENUE,SHERMAN OAKS,91403-3820,4505 SHERMAN OAKS 91403-3820,POST OFFICE BOX #55028,SHERMAN OAKS,91413-0028,541219,Other accounting services,5,02/01/1995,,"(34.1525, -118.4693)"
0000204736-0001-4,CRAIG'S ELECTRIC SERVICE INC,CRAIG'S ELECTRIC SERVICE,6837 QUAKERTOWN AVENUE,WINNETKA,91306-3923,6837 QUAKERTOWN 91306-3923,,,,235310,Electrical Contractors (1997 NAICS),3,04/04/1997,,"(34.1944, -118.5698)"
0000204738-0001-3,LOUIS G DELUDE,,17165 CELTIC STREET,GRANADA HILLS,91344-4831,17165 CELTIC 91344-4831,3807 SIERRA HIGHWAY    #4619,ACTON,93510-1255,,,12,03/10/1995,,"(34.2692, -118.507)"
0000204749-0001-1,DAVID K WYSONG,ATH CONSTRUCTION,18160 CHASE STREET,NORTHRIDGE,91325-3730,18160 CHASE 91325-3730,,,,233210,Single Family Housing Construction (1997 NAICS),12,09/03/1999,,"(34.2246, -118.5288)"
0000204752-0001-3,PATRICIA FERNANDEZ/NALIN DESILVA,MEDIAFISH CREATIVE,8386 MAYNARD AVENUE,WEST HILLS,91304-3334,8386 MAYNARD 91304-3334,POST OFFICE BOX #5459,WEST HILLS,91308-5459,,,12,03/09/1995,,"(34.2215, -118.6224)"
0000204754-0001-2,BOB MAYS AIRCRAFT SALES INC,,16700 ROSCOE BLVD,VAN NUYS,91406-1100,16700 ROSCOE 91406-1104,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,03/09/1995,,"(34.2202, -118.4953)"
0000204797-0001-1,SHEMOEL LEVIHAIM,PNT CUTTING SUPPLY,18530 HATTERAS STREET APARTMENT #333,TARZANA,91356-1920,18530 HATTERAS 91356-1920,,,,,,3,01/01/2001,,"(34.1774, -118.5364)"
0000204802-0001-3,JOSE/CLAUDIA OCEGUEDA,,10626 ROSCOE BLVD,SUN VALLEY,91352-4007,10626 ROSCOE 91352-4007,,,,541219,Other accounting services,2,04/01/1995,,"(34.2214, -118.3625)"
0000204810-0001-8,EDWIN HERNANDEZ,LA COLMENA #2,8124 SUNLAND BLVD,SUN VALLEY,91352-3948,8124 SUNLAND 91352-3948,,,,453220,"Gift, novelty, & souvenir stores",6,,,"(34.218, -118.3698)"
0000204817-0001-0,YONG SOO/JIN SOON KIM,BROTHERS EMBROIDERY,12727 B SHERMAN WAY #E-42,NORTH HOLLYWOOD,91605-5032,12727 SHERMAN 91605-5032,727 E CYPRESS AVENUE #103,BURBANK,91501-3267,448110,Men's clothing stores,0,01/01/1994,,"(0, 0)"
0000204830-0001-5,STUDIO CITY CAR WASH INC,STUDIO CITY CAR WASH,11514 VENTURA BLVD,STUDIO CITY,91604-2610,11514 VENTURA 91604-2610,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",2,03/17/1995,,"(34.1397, -118.3823)"
0000204842-0001-8,RICHARD WEST,WEST COAST CONSTRUCTION,6519 MARY ELLEN AVENUE,VAN NUYS,91401-1328,6519 MARY ELLEN 91401,,,,233210,Single Family Housing Construction (1997 NAICS),2,,,"(34.189, -118.4201)"
0000204857-0001-4,MAN SIK YANG,,11539 APULIA COURT,PORTER RANCH,91326-4400,11539 APULIA 91326-4400,,,,,,12,03/21/1995,,"(34.2823, -118.5857)"
0000204867-0001-8,BOGHOS BABADJANIAN,PAULS GOLDEN HAMMER AUTO BODY/PGH AUTO SALES,11101 VENTURA BLVD,STUDIO CITY,91604-3134,11101 VENTURA 91604-3134,,,,,,2,07/01/1976,,"(34.1411, -118.3719)"
0000204892-0001-6,"LOPEZ MASONRY CO, INC",,15149 KINGSBURY STREET,MISSION HILLS,91345-2025,15149 KINGSBURY 91345-2025,,,,,,7,03/03/1995,,"(34.2633, -118.4625)"
0000204899-0001-8,PATRICIA L ROLF,,8954 CORBIN AVENUE,NORTHRIDGE,91324-3311,8954 CORBIN 91324-3311,7924 WOODLAKE AVENUE,WEST HILLS,91304-4463,,,12,03/05/1995,,"(34.2333, -118.5623)"
0000204909-0001-3,MATTHEW C DAVIS,PROWL PRODUCTIONS,7433 ORION AVENUE,VAN NUYS,91406-3319,7433 ORION 91406-3319,,,,454111,Electronic shopping,6,03/06/1995,,"(34.2054, -118.4705)"
0000204911-0001-1,FELIX BUKHMAN/ISABELL LENSKY,PULSAR PORTABLE X-RAY & MEDICAL SERVICES,23256 HARTLAND STREET,WEST HILLS,91307-2408,23256 HARTLAND 91307-2408,,,,621399,Offices of all other miscellaneous health practitioners,12,03/06/1995,,"(34.1945, -118.6334)"
0000204919-0001-7,INDEPENDENT TELEPHONE NETWORK INC,HB DISTRIBUTORS,21612 MARILLA STREET,CHATSWORTH,91311-4123,21612 MARILLA 91311-4123,21612 MARILLA STREET,CHATSWORTH,91311-4123,423400,Professional & commercial equipment & supplies,12,07/01/1976,,"(34.2475, -118.6006)"
0000204962-0001-3,ALBERTO ZAMUDIO,ANGEL MEMORIAL GRANITES,15338 SAN FERNANDO MISSION BLVD,MISSION HILLS,91345-1122,15338 SAN FERNANDO MISSION 91345-1122,10131 NORWICH AVENUE,MISSION HILLS,91345-2709,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",7,04/01/1995,,"(34.2722, -118.4663)"
0000204965-0001-7,SALLY BEAUTY SUPPLY LLC,SALLY BEAUTY SUPPLY #1850,11239 VENTURA BLVD #108,STUDIO CITY,91604-3165,11239 VENTURA 91604-3165,POST OFFICE BOX #90220,DENTON,76202-5220,423990,Other miscellaneous durable goods,2,03/27/1995,,"(34.1416, -118.375)"
0000204976-0001-5,MARIA F FLORES,MFCF PHYSICAL THERAPY SERVICES,4906 RANCHITO AVENUE,SHERMAN OAKS,91423-1914,4906 RANCHITO 91423,POST OFFICE BOX #2093,VAN NUYS,91404-2093,621399,Offices of all other miscellaneous health practitioners,4,03/20/1995,,"(34.1597, -118.4352)"
0000204979-0001-9,COMPUTER TALK INC,COMPUTER TALK,6243 FALLBROOK AVENUE,WOODLAND HILLS,91367-1602,6243 FALLBROOK 91367-1602,6243 FALLBROOK AVENUE,WOODLAND HILLS,91367-1602,443120,Computer & software stores,3,03/22/1995,,"(34.1835, -118.6233)"
0000204981-0001-6,GREG F USI,EASY AUTO PARTS,8141 SUNLAND BLVD #E,SUN VALLEY,91352-3963,8141 SUNLAND 91352-3963,,,,452000,General merchandise stores,6,05/15/1995,,"(34.2183, -118.3696)"
0000204992-0001-4,MARTIN ALAMILLO,,15650 OLDEN STREET,SYLMAR,91342-1243,15650 OLDEN 91342-1243,POST OFFICE BOX #292193,LOS ANGELES,90029-8693,561500,Travel arrangement & reservation services,7,01/28/1985,,"(34.3181, -118.4725)"
0000204993-0001-9,THE RICHARDSON DEVELOPMENT INC,,15176 RAYMER STREET,VAN NUYS,91405-1015,15176 RAYMER 91405-1015,21781 VENTURA BLVD,WOODLAND HILLS,91364-1835,,,6,08/14/2008,,"(34.2141, -118.4639)"
0000205012-0001-9,TOM F THOMAS,T-SQUARE TRANSPORTATION,9140 LEDGE AVENUE,SUN VALLEY,91352-2112,9140 LEDGE 91352-2112,4042 FARRALON WAY,OXNARD,93035-1430,532100,Automotive equipment rental & leasing,7,03/23/1995,,"(34.2346, -118.3573)"
0000205040-0001-1,JOSE L /  ESTRABERTHA CORTEZ,,11723 COMETA AVENUE,PACOIMA,91331-1204,11723 COMETA 91331-1204,,,,541320,Landscape architecture services,7,03/23/1995,,"(34.2821, -118.4078)"
0000205041-0002-3,CHATSWORTH BUSINESS IMPROVEMENT,,10046 OLD DEPOT PLAZA ROAD,CHATSWORTH,91311-2943,10046 OLD DEPOT PLAZA 91311-2943,,,,,,12,09/18/2004,,"(34.2546, -118.5988)"
0000205046-0001-8,ALICE TAJERIAN,,5636 VISTA DEL MONTE AVENUE,VAN NUYS,91411-3355,5636 VISTA DEL MONTE 91411-3355,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),4,04/01/1994,,"(34.1742, -118.45)"
0000205069-0001-9,VILMA E MARROQUIN,,16016 VANOWEN STREET #14,VAN NUYS,91406-4816,16016 VANOWEN 91406-4816,,,,561720,Janitorial services,6,03/23/1995,,"(34.1939, -118.4817)"
0000205085-0001-8,SAMUEL ZWASS,SRZ MAGNETICS,14712 ADDISON STREET,SHERMAN OAKS,91403-1634,14712 ADDISON 91403-1634,,,,541600,"Management, scientific, & technical consulting services",4,03/27/1995,,"(34.1612, -118.4533)"
0000205092-0001-8,LEANNE DAVIS LATTANZI,,10216 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2502,10216 RIVERSIDE 91602-2502,644 N FLORENCE STREET,BURBANK,91505-3021,561500,Travel arrangement & reservation services,4,03/07/1995,,"(34.1522, -118.3531)"
0000205102-0001-3,LARRY FIELD/REVENUE PROPERTIES CORP,SCOFIELD PARTNERSHIP,16651 ROSCOE BLVD,NORTH HILLS,91343-6109,16651 ROSCOE 91343-6109,433 N CAMDEN DRIVE #820,BEVERLY HILLS,90210-4412,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/1993,,"(34.2202, -118.4955)"
0000205105-0021-1,PHILLIP R SCHOEPPNER,,11673 GLENOAKS BLVD,PACOIMA,91331-1050,11673 GLENOAKS 91331-1050,,,,,,7,08/10/2006,,"(34.282, -118.4205)"
0000205105-0095-5,PHILLIP R SCHOEPPNER,,14439 VAN NUYS BLVD,ARLETA,91331-5141,14439 VAN NUYS 91331-5141,41910 27TH STREET W,PALMDALE,93551-1364,711100,Performing arts companies,6,05/12/2011,,"(34.2478, -118.4471)"
0000205124-0001-0,NIGHTS OF NEON INC,,13815 SATICOY STREET,VAN NUYS,91402-6519,13815 SATICOY 91402-6519,,,,532210,Consumer electronics & appliances rental,6,01/01/1985,,"(34.2099, -118.434)"
0000205230-0001-3,RODERICK CALDWELL,GUY-ARCELL INDUSTRIES,7115 GLORIA AVENUE,VAN NUYS,91406-4009,7115 GLORIA 91406-4009,,,,443120,Computer & software stores,6,09/08/2000,,"(34.1994, -118.4792)"
0000205267-0001-6,WENDY SPILLER,LIFE LOVES YOU,3615 LONGRIDGE AVENUE,SHERMAN OAKS,91423-4917,3615 LONGRIDGE 91423-4917,,,,,,4,02/25/2002,,"(34.1387, -118.4182)"
0000205307-0001-2,"GOLDMAN, MAGDALIN & KRIKES LLP",,6300 CANOGA AVENUE SUITE #1400,WOODLAND HILLS,91367-8053,6300 CANOGA 91367-8053,3623 OLD CONEJO ROAD SUITE #205,NEWBURY PARK,91320-0803,541100,Legal services,3,08/01/2000,,"(34.1849, -118.5973)"
0000205311-0002-7,RICHARD F CANTU,,7519 FALLBROOK AVENUE,WEST HILLS,91307-1504,7519 FALLBROOK 91307-1504,10200 JORDAN AVENUE,CHATSWORTH,91311-2918,812111,Barber shops,12,11/01/2004,,"(34.207, -118.6234)"
0000205338-0001-8,MICHIHIRO NAKASHIMA & SHIGES HI TAKEI,STUDIO CITY KENDO DOJO,3921 LAUREL CANYON BLVD,STUDIO CITY,91604-3710,3921 LAUREL CANYON 91604-3710,18226 VENTURA BLVD UNIT #202,TARZANA,91356-4246,,,2,01/01/1998,,"(34.1414, -118.3944)"
0000205354-0001-7,NORTHRIDGE FAMILY PRACTICE MEDICAL GROUP INC,,18406 ROSCOE BLVD,NORTHRIDGE,91325-4107,18406 ROSCOE 91325-4107,,,,621111,Offices of physicians (except mental health specialists),12,06/01/1976,,"(34.2207, -118.534)"
0000205404-0001-7,JAMES P PINKERTON,DR PINKERTONS AUTOMOTIVE CLINIC,14682 COBALT STREET,SYLMAR,91342-1420,14682 COBALT 91342,,,,452000,General merchandise stores,7,08/01/2001,,"(34.3227, -118.4524)"
0000205418-0001-9,CROWD MANAGEMENT INC,,17101 SUPERIOR STREET,NORTHRIDGE,91325-1961,17101 SUPERIOR 91325-1961,,,,561300,Employment services,12,01/01/1984,,"(34.2466, -118.5054)"
0000205422-0001-5,ROBERTS PRINTING & ADVERTISING,,13547 VENTURA BLVD #248,SHERMAN OAKS,91423-3825,13547 VENTURA 91423,,,,452000,General merchandise stores,4,,,"(34.1475, -118.4286)"
0000205443-0001-7,SUKHDEV S DAIL DC,,7721 ATOLL AVENUE,NORTH HOLLYWOOD,91605-1831,7721 ATOLL 91605-1831,7721 ATOLL AVENUE,NORTH HOLLYWOOD,91605-1831,541600,"Management, scientific, & technical consulting services",2,11/01/1984,,"(34.2106, -118.4203)"
0000205489-0001-9,WOODIE WOODPECKERS WOODWORKS INC,,21268 DEERING COURT,CANOGA PARK,91304-5015,21268 DEERING 91304-5015,,,,238990,All other specialty trade contractors,3,07/01/1976,,"(34.2164, -118.5962)"
0000205493-0001-5,RICHARD E PETERSEN,RITE WAY POOL SERVICE,12130 TRUESDALE STREET,SUN VALLEY,91352-1333,12130 TRUESDALE 91352-1333,,,,561500,Travel arrangement & reservation services,6,05/23/1994,,"(34.2418, -118.3974)"
0000205500-0001-7,THE LIMOUSINE CONNECTION,,5118 VINELAND AVENUE,NORTH HOLLYWOOD,91601-3814,5118 VINELAND 91601-3814,25601 AVENUE STANFORD,VALENCIA,91355-1103,,,2,09/19/2000,,"(34.1632, -118.3702)"
0000205525-0001-7,BLUE FIER,BLUE FIER PHOTOGRAPHY,7450 BECKFORD AVENUE,RESEDA,91335-2534,7450 BECKFORD 91335-2534,,,,541920,Photographic services,3,08/01/1976,,"(34.2056, -118.5513)"
0000205532-0001-7,AMERICAN MANUFACTURING NETWORK INC,AMANET,7001 ETON AVENUE,CANOGA PARK,91303-2112,7001 ETON 91303-2112,,,,423500,Metal & mineral (except petroleum),3,01/25/1985,,"(34.1974, -118.5954)"
0000205534-0001-6,LOU RASERA,SOUTHLAND COIN & CURRENCY,6485 ELLENVIEW AVENUE,CANOGA PARK,91307-2715,6485 ELLENVIEW 91307-2715,POST OFFICE BOX #403,WOODLAND HILLS,91365-0403,,,12,01/01/1990,,"(34.188, -118.6571)"
0000205548-0001-8,RITA R NEUMAN,,18871 ROSITA STREET,TARZANA,91356-5102,18871 ROSITA 91356-5102,,,,,,3,01/01/1987,,"(34.1542, -118.5435)"
0000205562-0001-8,ROBERT M SOLOW DDS INC,,6024 FALLBROOK AVENUE #101,WOODLAND HILLS,91367-3242,6024 FALLBROOK 91367-3242,,,,621111,Offices of physicians (except mental health specialists),3,07/01/1976,,"(34.1796, -118.6233)"
0000205580-0001-6,RAYMOND MARTIN JR,RAYMAR,18735 BRYANT STREET #1,NORTHRIDGE,91324-4568,18735 BRYANT 91324-4568,,,,,,12,01/01/1994,,"(34.2273, -118.541)"
0000205590-0001-0,PHILLIP SHAPIRO,SHEPPARD & ASSOCIATES,24261 HATTERAS STREET,WOODLAND HILLS,91367-3936,24261 HATTERAS 91367-3936,,,,,,3,06/01/1991,,"(34.1762, -118.6539)"
0000205592-0001-9,DARRYL MARCOVITCH,ACRYLIC CONCEPTS/VALUCCI CONCEPTS,15115 CALIFA STREET #I,VAN NUYS,91411-3012,15115 CALIFA 91411-3012,,,,424990,Other miscellaneous nondurable goods,4,01/04/1994,,"(34.1775, -118.4621)"
0000205610-0001-9,MIST INCORPORATED,,9006 FULLBRIGHT AVENUE,CHATSWORTH,91311-6125,9006 FULLBRIGHT 91311-6125,,,,444130,Hardware stores,12,09/01/2000,,"(34.2333, -118.5775)"
0000205656-0001-1,LINDA ROBERTSON BROOKS,FINANCIAL JOB NETWORK,15021 VENTURA BLVD,SHERMAN OAKS,91403-2442,15021 VENTURA 91403-2442,POST OFFICE BOX #55431,SHERMAN OAKS,91413-0431,442110,Furniture stores,4,07/01/1976,,"(34.1528, -118.4601)"
0000205671-0001-5,THE GROVE LICENSING & DESIGN CORPORATION,,5101 GENESTA AVENUE,ENCINO,91316-3450,5101 GENESTA 91316-3450,,,,512100,Motion picture & video industries (except video rental),5,01/26/2002,,"(34.163, -118.5032)"
0000205687-0001-6,JUAN DA SILVA,,10953 EL DORADO AVENUE,PACOIMA,91331-2808,10953 EL DORADO 91331-2808,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),7,01/01/1970,,"(34.2691, -118.4283)"
